id,grid_cell,acquired,satellite_id,sun_elevation,pixel_resolution,rows,epsg_code,cloud_cover,ground_control,provider,anomalous_pixels,columns,catalog_id,updated,black_fill,sun_azimuth,origin_y,origin_x,view_angle,strip_id,usable_data,item_type,gsd,published
20160204_182125_1354107_RapidEye-4,1354107,2016-02-04T18:21:25Z,RapidEye-4,39.23418,5,5000,32613,0.59,rapideye,0.41,5000,6.5,2017-04-14T13:59:54Z,0,0.41,161.24515,3624500.0,307500,13.49456,24288482,REOrthoTile,24285917,2016-08-18T04:00:28Z
20150930_183955_1354107_RapidEye-5,1354107,2015-09-30T18:39:55Z,RapidEye-5,54.40374,5,5000,32613,0.98,rapideye,0.02,5000,6.5,2017-04-14T11:15:11Z,0,0.02,172.3756,3624500.0,307500,-6.34911,22660689,REOrthoTile,22657608,2016-08-18T03:50:49Z
20150805_184334_1354107_RapidEye-1,1354107,2015-08-05T18:43:34Z,RapidEye-1,73.02237,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-14T10:07:14Z,0,0,154.58919,3624500.0,307500,-0.02355,25624609,REOrthoTile,21812554,2016-08-18T03:50:31Z
20150927_184001_1354107_RapidEye-2,1354107,2015-09-27T18:40:01Z,RapidEye-2,55.53578,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-14T11:11:15Z,0,0,171.7481,3624500.0,307500,10.22205,22562496,REOrthoTile,22555302,2016-08-18T03:49:35Z
20150914_184141_1354107_RapidEye-3,1354107,2015-09-14T18:41:41Z,RapidEye-3,60.42623,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-14T10:53:18Z,0,0,169.05025,3624500.0,307500,-13.16086,25406948,REOrthoTile,22361024,2016-08-18T03:48:28Z
20151002_184458_1354107_RapidEye-2,1354107,2015-10-02T18:44:58Z,RapidEye-2,53.76344,5,5000,32613,0.45,rapideye,0.55,5000,6.5,2017-04-14T11:17:43Z,0,0.55,174.91211,3624500.0,307500,0.37386,22681611,REOrthoTile,22673483,2016-08-18T03:48:13Z
20150713_184126_1354107_RapidEye-2,1354107,2015-07-13T18:41:26Z,RapidEye-2,77.18495,5,5000,32613,0.07,rapideye,0.93,5000,6.5,2017-04-14T09:35:58Z,0,0.93,144.3719,3624500.0,307500,13.54481,25641651,REOrthoTile,21446929,2016-08-18T03:35:15Z
20150422_183954_1354107_RapidEye-1,1354107,2015-04-22T18:39:54Z,RapidEye-1,68.93942,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-14T07:56:58Z,0,0,161.86619,3624500.0,307500,13.20459,26394278,REOrthoTile,20437150,2016-08-18T03:34:40Z
20140506_185001_1354107_RapidEye-2,1354107,2014-05-06T18:50:01Z,RapidEye-2,73.89068,5,5000,32613,0.2,rapideye,0.8,5000,6.5,2017-04-14T00:06:51Z,0,0.8,167.61705,3624500.0,307500,10.36538,25766232,REOrthoTile,16299239,2016-08-18T02:58:04Z
20140504_184451_1354107_RapidEye-5,1354107,2014-05-04T18:44:51Z,RapidEye-5,73.05847,5,5000,32613,0.74,rapideye,0.26,5000,6.5,2017-04-14T00:05:06Z,0,0.26,163.6695,3624500.0,307500,3.48448,25769016,REOrthoTile,16276502,2016-08-18T02:57:53Z
20140414_184219_1354107_RapidEye-4,1354107,2014-04-14T18:42:19Z,RapidEye-4,66.37376,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-13T23:41:54Z,0,0,164.09778,3624500.0,307500,6.72862,25782760,REOrthoTile,16080450,2016-08-18T02:53:51Z
20140404_185313_1354107_RapidEye-3,1354107,2014-04-04T18:53:13Z,RapidEye-3,63.1157,5,5000,32613,0.11,rapideye,0.89,5000,6.5,2017-04-13T23:29:53Z,0,0.89,170.40854,3624500.0,307500,-13.17241,25783211,REOrthoTile,15976895,2016-08-18T02:52:20Z
20140322_184200_1354107_RapidEye-5,1354107,2014-03-22T18:42:00Z,RapidEye-5,57.45171,5,5000,32613,0.75,rapideye,0.25,5000,6.5,2017-04-13T23:17:00Z,0,0.25,164.78246,3624500.0,307500,16.81413,25784227,REOrthoTile,15857788,2016-08-18T02:48:29Z
20160610_183259_1354107_RapidEye-2,1354107,2016-06-10T18:32:59Z,RapidEye-2,77.95175,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-14T16:52:25Z,0,0,138.93363,3624500.0,307500,10.22068,26187597,REOrthoTile,26178960,2016-08-18T02:08:15Z
20160606_182203_1354107_RapidEye-3,1354107,2016-06-06T18:22:03Z,RapidEye-3,76.19161,5,5000,32613,0.84,rapideye,0.16,5000,6.5,2017-04-14T16:47:39Z,0,0.16,131.88694,3624500.0,307500,6.76398,26046575,REOrthoTile,26038938,2016-08-18T01:55:56Z
20150802_183655_1354107_RapidEye-3,1354107,2015-08-02T18:36:55Z,RapidEye-3,73.04581,5,5000,32613,0.68,rapideye,0.32,5000,6.5,2017-04-14T10:02:53Z,0,0.32,148.3054,3624500.0,307500,3.45206,25875922,REOrthoTile,21792236,2016-08-18T01:36:40Z
20150301_184812_1354107_RapidEye-1,1354107,2015-03-01T18:48:12Z,RapidEye-1,49.33898,5,5000,32613,0,True,rapideye,0.08,5000,19761002,2017-05-19T02:31:36Z,0.08,167.85162,3624500,307500,-3.16012,25876676,0.92,REOrthoTile,6.5,2016-08-18T01:30:06Z
20150419_183316_1354107_RapidEye-3,1354107,2015-04-19T18:33:16Z,RapidEye-3,67.43845,5,5000,32613,0.1,rapideye,0.9,5000,6.5,2017-04-14T07:53:05Z,0,0.9,158.11542,3624500.0,307500,10.19022,25656854,REOrthoTile,20381044,2016-08-18T01:30:00Z
20141228_184406_1354107_RapidEye-5,1354107,2014-12-28T18:44:06Z,RapidEye-5,33.9647,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-14T04:32:12Z,0,0,173.01324,3624500.0,307500,-3.19822,25684114,REOrthoTile,19002435,2016-08-18T01:28:39Z
20150414_185203_1354107_RapidEye-2,1354107,2015-04-14T18:52:03Z,RapidEye-2,66.74779,5,5000,32613,0.83,rapideye,0.17,5000,6.5,2017-04-14T07:47:51Z,0,0.17,170.02199,3624500.0,307500,-6.26286,25659794,REOrthoTile,20333504,2016-08-18T01:28:05Z
20141207_184123_1354107_RapidEye-3,1354107,2014-12-07T18:41:23Z,RapidEye-3,34.72296,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-14T04:10:15Z,0,0,174.99615,3624500.0,307500,3.57891,25706599,REOrthoTile,18783346,2016-08-18T01:17:49Z
20141012_184455_1354107_RapidEye-4,1354107,2014-10-12T18:44:55Z,RapidEye-4,49.90735,5,5000,32613,0.41,rapideye,0.59,5000,6.5,2017-04-14T03:13:44Z,0,0.6,176.4712,3624500.0,307500,0.22331,25740226,REOrthoTile,18221784,2016-08-18T01:05:38Z
20140514_185438_1354107_RapidEye-5,1354107,2014-05-14T18:54:38Z,RapidEye-5,76.12884,5,5000,32613,0.89,rapideye,0.11,5000,6.5,2017-04-14T00:15:38Z,0,0.11,170.71713,3624500.0,307500,-16.41203,25765172,REOrthoTile,16382162,2016-08-18T01:05:07Z
20141017_184931_1354107_RapidEye-4,1354107,2014-10-17T18:49:31Z,RapidEye-4,48.10836,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-14T03:18:41Z,0,0,178.72269,3624500.0,307500,-13.1401,25741569,REOrthoTile,18264613,2016-08-18T01:04:36Z
20140413_184212_1354107_RapidEye-3,1354107,2014-04-13T18:42:12Z,RapidEye-3,66.00266,5,5000,32613,0.06,rapideye,0.94,5000,6.5,2017-04-13T23:41:07Z,0,0.94,164.0915,3624500.0,307500,6.83862,25787565,REOrthoTile,16068343,2016-08-18T01:03:38Z
20140730_185432_1354107_RapidEye-1,1354107,2014-07-30T18:54:32Z,RapidEye-1,75.25827,5,5000,32613,0.01,rapideye,0.99,5000,6.5,2017-04-14T01:45:20Z,0,0.99,161.46779,3624500.0,307500,-3.27422,25751321,REOrthoTile,17292670,2016-08-18T01:03:09Z
20140726_185105_1354107_RapidEye-2,1354107,2014-07-26T18:51:05Z,RapidEye-2,75.88155,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-14T01:40:43Z,0,0,157.07733,3624500.0,307500,3.53633,25751014,REOrthoTile,17243634,2016-08-18T01:01:56Z
20140103_184410_1354107_RapidEye-3,1354107,2014-01-03T18:44:10Z,RapidEye-3,34.36605,5,5000,32613,0.6,rapideye,0.4,5000,6.5,2017-04-13T22:03:16Z,0,0.4,172.14772,3624500.0,307500,13.52668,25830870,REOrthoTile,15105372,2016-08-18T00:59:59Z
20140218_185314_1354107_RapidEye-1,1354107,2014-02-18T18:53:14Z,RapidEye-1,45.56838,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-13T22:44:35Z,0,0,170.0641,3624500.0,307500,-0.03787,25812761,REOrthoTile,15546341,2016-08-18T00:59:52Z
20140211_184205_1354107_RapidEye-4,1354107,2014-02-11T18:42:05Z,RapidEye-4,42.71392,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-13T22:35:25Z,0,0,166.80635,3624500.0,307500,10.19753,25882152,REOrthoTile,15535665,2016-08-18T00:59:49Z
20140105_184728_1354107_RapidEye-5,1354107,2014-01-05T18:47:28Z,RapidEye-5,34.64866,5,5000,32613,1,rapideye,0,5000,6.5,2017-04-13T22:05:14Z,0,0,172.78328,3624500.0,307500,3.52382,25886487,REOrthoTile,15135187,2016-08-18T00:59:25Z
20151213_183147_1354107_RapidEye-3,1354107,2015-12-13T18:31:47Z,RapidEye-3,33.92349,5,5000,32613,0.73,rapideye,0.27,5000,6.5,2017-04-14T12:49:24Z,0,0.27,171.67142,3624500.0,307500,-0.2814,23605718,REOrthoTile,23597625,2016-08-17T23:59:22Z
20150104_185354_1354107_RapidEye-2,1354107,2015-01-04T18:53:54Z,RapidEye-2,34.67132,5,5000,32613,0.12,rapideye,0.88,5000,6.5,2017-04-14T04:41:34Z,0,0.88,174.75095,3624500.0,307500,-13.02182,25497324,REOrthoTile,19081747,2016-08-17T23:58:32Z
